event_name,event_date,event_time,venue,address,city,price_min,price_max,category,free_or_paid,status,event_url,image_url,recommendation
The Banksy Museum New York!,2026-01-15,10:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Banksy Museum - Flexiticket,2026-01-15,10:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/banksy-museum-flexiticket-tickets-F7XJ8T?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,10:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,11:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,11:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,12:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,12:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,13:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Pen Pals,2026-01-15,13:00:00,DR2,103 East 15th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/pen-pals-new-york-new-york-01-15-2026/event/Z1r9uZruZqGZ17PUbF,https://s1.ticketm.net/dam/a/72f/5e873588-e208-4d7e-9f38-c9caaaa1b72f_EVENT_DETAIL_PAGE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,13:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Singfeld! A Musical About Nothing!,2026-01-15,14:00:00,The Theater Center,210 W. 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/singfeld-a-musical-about-nothing-new-york-new-york-01-15-2026/event/3000637880601DFC,https://s1.ticketm.net/dam/a/111/5a7ae98c-0e1b-4cf1-8d79-86466a845111_TABLET_LANDSCAPE_16_9.jpg,Recommended (Indoor)
The Banksy Museum New York!,2026-01-15,14:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Great Gatsby,2026-01-15,14:00:00,Broadway Theatre,1681 Broadway,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-great-gatsby-new-york-new-york-01-15-2026/event/Z1r9uZruZqGZ17Ps4Y,https://s1.ticketm.net/dam/a/16d/0eb1670e-3c8a-4e88-9953-f8584fb9a16d_EVENT_DETAIL_PAGE_16_9.jpg,Recommended (Indoor)
The 25th Annual Putnam County Spelling Bee,2026-01-15,14:00:00,New World Stages - Stage 3,340 W 50th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-25th-annual-putnam-county-spelling-new-york-new-york-01-15-2026/event/Z1r9uZruZqGZ17Py-S,https://s1.ticketm.net/dam/a/0fe/8c1d4514-1703-4a77-a2e5-2a8b8089c0fe_SOURCE,Not Recommended (Outdoor)
The Great Gatsby,2026-01-15,14:00:00,Broadway Theatre-New York,1681 Broadway,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7Q6eZ,https://s1.ticketm.net/dam/a/16d/0eb1670e-3c8a-4e88-9953-f8584fb9a16d_EVENT_DETAIL_PAGE_16_9.jpg,Recommended (Indoor)
The 25th Annual Putnam County Spelling Bee,2026-01-15,14:00:00,New World Stages - Stage 3,340 West 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7__pZ,https://s1.ticketm.net/dbimages/10256a.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,14:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,15:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,15:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,16:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,16:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,17:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,17:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,18:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Disappear,2026-01-15,18:30:00,Audible's Minetta Lane Theatre,18 Minetta Lane,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-disappear-new-york-new-york-01-15-2026/event/30006364DEF26041,https://s1.ticketm.net/dam/a/d29/899cc93f-5e9d-4621-b1ed-86e5e7d89d29_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
The Banksy Museum New York!,2026-01-15,18:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-15,19:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
"Six (New York, NY)",2026-01-15,19:00:00,Lena Horne Theatre,256 West 47th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/six-new-york-ny-new-york-new-york-01-15-2026/event/Z1r9uZrrZbpZ1Av474-,https://s1.ticketm.net/dam/a/26a/ae570422-5c6d-401a-8dae-8545b131126a_1248581_TABLET_LANDSCAPE_3_2.jpg,Recommended (Indoor)
Yefim Bronfman Plays Schumann,2026-01-16,14:00:00,David Geffen Hall,10 Lincoln Center Plaza,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_eP8,https://s1.ticketm.net/dam/a/0c7/c28ccd67-14a5-40f6-9c2b-7da57f8ac0c7_CUSTOM.jpg,Recommended (Indoor)
Birdland Big Band,2026-01-16,17:30:00,Birdland Jazz Club,315 West 44th Street ,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/birdland-big-band-birdland-jazz-club-tickets/14621923,https://i.ticketweb.com/i/00/13/24/45/43_Edp.jpg?v=3,Recommended (Indoor)
"Miss Teen America, eve claret, Fare Evasion",2026-01-16,18:00:00,Mercury Lounge,217 East Houston St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/miss-teen-america-eve-claret-fare-new-york-new-york-01-16-2026/event/00006427C59481B6,https://s1.ticketm.net/dam/a/bd0/6f02f84f-8bc6-40d0-b017-5526b79acbd0_CUSTOM.jpg,Not Recommended (Outdoor)
"Bishop Allen, Mates of State",2026-01-16,19:00:00,Bowery Ballroom,6 Delancey St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/bishop-allen-mates-of-state-new-york-new-york-01-16-2026/event/0000633AEC516E6C,https://s1.ticketm.net/dam/e/54c/0454647c-1d68-4c49-aa81-d1f95d46054c_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
Cate Le Bon,2026-01-16,19:00:00,Irving Plaza Powered By Verizon 5G,17 Irving Place,New York,,,Music,Free,onsale,https://www.ticketmaster.com/cate-le-bon-new-york-new-york-01-16-2026/event/000062BFE15F4728,https://s1.ticketm.net/dam/a/b12/82f7e536-ddf4-42d3-a82e-67a70da33b12_EVENT_DETAIL_PAGE_16_9.jpg,Not Recommended (Outdoor)
The Lovestruck Balladeers,2026-01-16,19:00:00,Birdland Theater,315 West 44th Street,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/the-lovestruck-balladeers-birdland-theater-tickets/14669983,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Mo (16 and Over),2026-01-16,19:30:00,Webster Hall,125 East 11th Street,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7QA0v,https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_TABLET_LANDSCAPE_LARGE_16_9.jpg,Recommended (Indoor)
PRIZILLA • Recess,2026-01-16,19:30:00,Berlin,25 Avenue A,New York,11.55,11.55,Music,Paid,onsale,https://www.ticketweb.com/event/prizilla-recess-berlin-tickets/14657393,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_RETINA_PORTRAIT_16_9.jpg,Not Recommended (Outdoor)
"Local Weatherman, Retail Drugs, K. Porcelain",2026-01-16,19:30:00,Night Club 101,101 Avenue A,New York,23.62,23.62,Music,Paid,onsale,https://www.ticketweb.com/event/local-weatherman-retail-drugs-k-night-club-101-tickets/14729693,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Bi-2 (16 & Over),2026-01-16,20:00:00,Terminal 5,610 W. 56th Street,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7p_u-,https://s1.ticketm.net/dam/a/268/3e9beaff-3198-4d57-abb0-bd77f1171268_187221_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Bobby Nsenga Experience,2026-01-16,20:00:00,Sony Hall,235 W 46th St,New York,40.55,70.01,Music,Paid,onsale,https://www.ticketweb.com/event/the-bobby-nsenga-experience-sony-hall-tickets/14695553,https://s1.ticketm.net/dam/c/48b/2352e3b5-8496-496b-97a3-e605177e848b_105851_CUSTOM.jpg,Recommended (Indoor)
Snarky Puppy Guitars,2026-01-16,20:00:00,Blue Note Jazz Club,131 W. 3rd St,New York,54.99,66.32,Music,Paid,onsale,https://www.ticketweb.com/event/snarky-puppy-guitars-blue-note-jazz-club-tickets/14641363,https://i.ticketweb.com/i/00/13/26/48/73_Edp.jpg?v=6,Recommended (Indoor)
Wonny Jane • Second Adolescence • Alex Plain,2026-01-16,20:00:00,The Bowery Electric,327 Bowery,New York,11.55,11.55,Music,Paid,onsale,https://www.ticketweb.com/event/wonny-jane-second-adolescence-the-bowery-electric-tickets/14708903,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_3_2.jpg,Not Recommended (Outdoor)
Albert Lee,2026-01-16,20:30:00,Iridium,1650 Broadway,New York,62.19,62.19,Music,Paid,onsale,https://www.ticketweb.com/event/albert-lee-iridium-tickets/13910214,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_EVENT_DETAIL_PAGE_16_9.jpg,Not Recommended (Outdoor)
Live Country Karaoke Band,2026-01-16,20:30:00,Lucinda's,169 Avenue A,New York,0.0,0.0,Music,Paid,onsale,https://www.ticketweb.com/event/live-country-karaoke-band-lucindas-tickets/14696043,https://s1.ticketm.net/dam/c/677/c58dd0af-cda8-49b2-bdaf-068540c3a677_106541_RETINA_PORTRAIT_16_9.jpg,Not Recommended (Outdoor)
Delfeayo Marsalis & The Uptown Jazz Orchestra,2026-01-16,20:30:00,Birdland Jazz Club,315 West 44th Street ,New York,45.76,56.06,Music,Paid,onsale,https://www.ticketweb.com/event/delfeayo-marsalis-the-uptown-birdland-jazz-club-tickets/14624673,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
"Driftwood, Pressing Strings",2026-01-16,21:00:00,Mercury Lounge,217 East Houston St.,New York,,,Music,Free,onsale,https://www.ticketmaster.com/driftwood-pressing-strings-new-york-new-york-01-16-2026/event/00006373917B7574,https://s1.ticketm.net/dam/e/6aa/3f6e5395-3dfd-420a-a828-dbd4c927f6aa_TABLET_LANDSCAPE_LARGE_16_9.jpg,Not Recommended (Outdoor)
The Lovestruck Balladeers,2026-01-16,21:30:00,Birdland Theater,315 West 44th Street,New York,35.46,45.76,Music,Paid,onsale,https://www.ticketweb.com/event/the-lovestruck-balladeers-birdland-theater-tickets/14670013,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
Snarky Puppy Guitars,2026-01-16,22:30:00,Blue Note Jazz Club,131 W. 3rd St,New York,54.99,66.32,Music,Paid,onsale,https://www.ticketweb.com/event/snarky-puppy-guitars-blue-note-jazz-club-tickets/14641373,https://i.ticketweb.com/i/00/13/26/48/73_Edp.jpg?v=6,Recommended (Indoor)
Delfeayo Marsalis & The Uptown Jazz Orchestra,2026-01-16,22:30:00,Birdland Jazz Club,315 West 44th Street ,New York,45.76,56.06,Music,Paid,onsale,https://www.ticketweb.com/event/delfeayo-marsalis-the-uptown-birdland-jazz-club-tickets/14624703,https://s1.ticketm.net/dam/c/bea/03d47f66-d37b-4aca-aa17-0135be64dbea_105801_RETINA_PORTRAIT_16_9.jpg,Recommended (Indoor)
The Banksy Museum New York!,2026-01-16,10:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Banksy Museum - Flexiticket,2026-01-16,10:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/banksy-museum-flexiticket-tickets-F7XJ8T?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,10:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,11:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,11:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,12:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,12:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,13:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,13:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,14:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Yefim Bronfman Plays Schumann,2026-01-16,14:00:00,David Geffen Hall,10 Lincoln Center Plaza,New York,,,Music,Free,onsale,https://www.ticketmaster.com/event/Z7r9jZ1A7_eP8,https://s1.ticketm.net/dam/a/0c7/c28ccd67-14a5-40f6-9c2b-7da57f8ac0c7_CUSTOM.jpg,Recommended (Indoor)
The Banksy Museum New York!,2026-01-16,14:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,15:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,15:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,16:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,16:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,17:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,17:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,18:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
The Banksy Museum New York!,2026-01-16,18:30:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
Paul Chowdhry: Artificial Indian Tour,2026-01-16,18:30:00,Gramercy Theatre,127 East 23rd Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/paul-chowdhry-artificial-indian-tour-new-york-new-york-01-16-2026/event/00006358E577A8C1,https://s1.ticketm.net/dam/a/335/bbb85b7f-26d2-48fe-b37a-42ed8e592335_ARTIST_PAGE_3_2.jpg,Recommended (Indoor)
The Office! A Musical Parody,2026-01-16,19:00:00,The Theater Center,210 W. 50th Street,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-office-a-musical-parody-new-york-new-york-01-16-2026/event/3000637881752083,https://s1.ticketm.net/dam/a/d2c/92bcdb8b-d8f3-4d66-8f26-7a323690cd2c_760641_TABLET_LANDSCAPE_16_9.jpg,Recommended (Indoor)
The Disappear,2026-01-16,19:00:00,Audible's Minetta Lane Theatre,18 Minetta Lane,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/the-disappear-new-york-new-york-01-16-2026/event/30006364DEF46043,https://s1.ticketm.net/dam/a/d29/899cc93f-5e9d-4621-b1ed-86e5e7d89d29_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
Josh Johnson: The Flowers Tour,2026-01-16,19:00:00,Beacon Theatre,2124 Broadway @ 74th St,New York,,,Arts & Theatre,Free,onsale,https://www.ticketmaster.com/josh-johnson-the-flowers-tour-new-york-new-york-01-16-2026/event/3B0062FCC15B15E8,https://s1.ticketm.net/dam/a/faf/3c43337b-681b-48b9-9c9d-347d96b42faf_RETINA_PORTRAIT_3_2.jpg,Recommended (Indoor)
The Banksy Museum New York!,2026-01-16,19:00:00,Banksy Museum New York,277 Canal St,New York,,,Arts & Theatre,Free,onsale,https://www.universe.com/events/the-banksy-museum-new-york-tickets-5PKNY0?ref=ticketmaster,https://s1.ticketm.net/dam/a/438/d47dcb31-a7ee-4820-aa73-cc46f2473438_TABLET_LANDSCAPE_16_9.jpg,Not Recommended (Outdoor)
